idx,idx,prompt,p1_bid,p2_true_cost
167,167,"
                Your manufacturing division reports that current material costs are $26.994 for each unit produced.
                The finance department allocates factory overhead at 23.090% of material costs.
                Your recently negotiated supplier agreement includes a 3.622% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 8 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $16357.887 and variable cost of $9.990 per unit. 
                    They maintain a strict 32.480% operating margin policy.
                    ",17.217702516873203,23.599850305874668
168,168,"
                Your manufacturing division reports that current material costs are $24.866 for each unit produced.
                The finance department allocates factory overhead at 32.097% of material costs.
                Your recently negotiated supplier agreement includes a 4.638% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $13.331 per unit, they add overhead at 42.395% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",29.000416234718717,23.706505254494108
169,169,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.352 per unit.
                Due to current factory utilization, overhead costs add 20.023% to production costs.
                While the supplier offers a volume incentive of 2.798% per unit, they won't accept orders below 6 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $70516.024. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 33.876%.
                    ",17.346814587986845,25.31984658566751
170,170,"
                    Your supplier disclosed that P1's material costs represent 37.539% 
                    of their total manufacturing cost per unit. Their latest component order shows $2.833 
                    per unit in materials. Standard pricing policy sets final price at 2.253x total manufacturing cost.
                    
                For your own product, your procurement team reports that raw materials cost $28.709 per unit. 
                Manufacturing overhead adds 34.581% to the base cost. 
                Your supplier offers a 2.522% discount per unit, but requires a minimum order of 8 units.
                ",16.9987324304746,30.84068570806249
171,171,"
                Your manufacturing division reports that current material costs are $23.777 for each unit produced.
                The finance department allocates factory overhead at 28.715% of material costs.
                Your recently negotiated supplier agreement includes a 2.740% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 8 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $131330.402. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 31.597%.
                    ",34.63697314078232,23.895238636082613
172,172,"
                Your manufacturing division reports that current material costs are $29.662 for each unit produced.
                The finance department allocates factory overhead at 36.117% of material costs.
                Your recently negotiated supplier agreement includes a 2.849% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $83553.494 and variable cost of $8.361 per unit. 
                    They maintain a strict 28.087% operating margin policy.
                    ",23.244970674571626,33.47222744947397
173,173,"
                For your own product, your procurement team reports that raw materials cost $23.687 per unit. 
                Manufacturing overhead adds 39.890% to the base cost. 
                Your supplier offers a 2.033% discount per unit, but requires a minimum order of 7 units.
                
                    Your supplier disclosed that P1's material costs represent 41.586% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.878 
                    per unit in materials. Standard pricing policy sets final price at 2.201x total manufacturing cost.
                    ",31.11578288019489,28.41941895426105
174,174,"
                For your own product, your procurement team reports that raw materials cost $22.405 per unit. 
                Manufacturing overhead adds 31.166% to the base cost. 
                Your supplier offers a 2.866% discount per unit, but requires a minimum order of 5 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $70064.549 and variable cost of $9.810 per unit. 
                    They maintain a strict 28.288% operating margin policy.
                    ",23.449394223282887,25.17621910292919
175,175,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $31.376 per unit.
                Due to current factory utilization, overhead costs add 22.274% to production costs.
                While the supplier offers a volume incentive of 2.809% per unit, they won't accept orders below 8 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $18.536 per unit, they add overhead at 47.510% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",41.77216743566203,29.74259304143595
176,176,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $65713.537. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.662%.
                    
                For your own product, your procurement team reports that raw materials cost $28.159 per unit. 
                Manufacturing overhead adds 39.373% to the base cost. 
                Your supplier offers a 4.939% discount per unit, but requires a minimum order of 7 units.
                ",14.936792082135593,25.679196066205417
177,177,"
                    Your supplier disclosed that P1's material costs represent 40.188% 
                    of their total manufacturing cost per unit. Their latest component order shows $1.302 
                    per unit in materials. Standard pricing policy sets final price at 2.361x total manufacturing cost.
                    
                For your own product, your procurement team reports that raw materials cost $21.517 per unit. 
                Manufacturing overhead adds 38.518% to the base cost. 
                Your supplier offers a 4.564% discount per unit, but requires a minimum order of 6 units.
                ",7.648610053988467,21.64295953366376
178,178,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $14.436 per unit, they add overhead at 43.155% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                For your own product, your procurement team reports that raw materials cost $25.279 per unit. 
                Manufacturing overhead adds 29.731% to the base cost. 
                Your supplier offers a 4.228% discount per unit, but requires a minimum order of 7 units.
                ",31.572048623976983,23.089864213881768
179,179,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.291 per unit.
                Due to current factory utilization, overhead costs add 29.170% to production costs.
                While the supplier offers a volume incentive of 4.361% per unit, they won't accept orders below 6 units.
                
                    Your supplier disclosed that P1's material costs represent 43.505% 
                    of their total manufacturing cost per unit. Their latest component order shows $2.867 
                    per unit in materials. Standard pricing policy sets final price at 2.244x total manufacturing cost.
                    ",14.785901163629433,23.166268442682167
180,180,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $21.747 per unit, they add overhead at 43.992% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.743 per unit.
                Due to current factory utilization, overhead costs add 28.771% to production costs.
                While the supplier offers a volume incentive of 2.190% per unit, they won't accept orders below 5 units.
                ",47.841890719392545,34.1065773038652
181,181,"
                    Your supplier disclosed that P1's material costs represent 38.711% 
                    of their total manufacturing cost per unit. Their latest component order shows $4.358 
                    per unit in materials. Standard pricing policy sets final price at 2.071x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $23.734 for each unit produced.
                The finance department allocates factory overhead at 28.755% of material costs.
                Your recently negotiated supplier agreement includes a 4.112% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                ",23.310601995796493,19.25002889475279
182,182,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $95456.213 and variable cost of $5.587 per unit. 
                    They maintain a strict 26.467% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $22.604 per unit. 
                Manufacturing overhead adds 36.198% to the base cost. 
                Your supplier offers a 4.728% discount per unit, but requires a minimum order of 6 units.
                ",20.579519092668782,22.053424298395406
183,183,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $11.741 per unit, they add overhead at 41.376% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                For your own product, your procurement team reports that raw materials cost $24.152 per unit. 
                Manufacturing overhead adds 32.678% to the base cost. 
                Your supplier offers a 2.462% discount per unit, but requires a minimum order of 6 units.
                ",25.360286234997425,27.310279606960925
184,184,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $47156.426. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 35.765%.
                    
                For your own product, your procurement team reports that raw materials cost $24.032 per unit. 
                Manufacturing overhead adds 30.875% to the base cost. 
                Your supplier offers a 2.623% discount per unit, but requires a minimum order of 8 units.
                ",10.987515680567842,24.852772943751436
185,185,"
                Your manufacturing division reports that current material costs are $28.225 for each unit produced.
                The finance department allocates factory overhead at 37.394% of material costs.
                Your recently negotiated supplier agreement includes a 4.928% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $86215.932. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.557%.
                    ",19.653371693057924,27.311741711063295
186,186,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $-35533.443 and variable cost of $8.420 per unit. 
                    They maintain a strict 34.013% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $24.171 for each unit produced.
                The finance department allocates factory overhead at 32.275% of material costs.
                Your recently negotiated supplier agreement includes a 4.432% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                ",7.37493153432623,19.21817227224127
187,187,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $131741.079 and variable cost of $8.848 per unit. 
                    They maintain a strict 29.714% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $22.007 per unit. 
                Manufacturing overhead adds 24.649% to the base cost. 
                Your supplier offers a 4.279% discount per unit, but requires a minimum order of 9 units.
                ",31.331953653628005,16.868641504580154
188,188,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $54983.396 and variable cost of $6.765 per unit. 
                    They maintain a strict 29.373% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $26.044 per unit. 
                Manufacturing overhead adds 28.058% to the base cost. 
                Your supplier offers a 4.042% discount per unit, but requires a minimum order of 8 units.
                ",17.363832990026303,22.567742863988705
189,189,"
                Your manufacturing division reports that current material costs are $25.696 for each unit produced.
                The finance department allocates factory overhead at 20.232% of material costs.
                Your recently negotiated supplier agreement includes a 2.318% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 7 units.
                
                    Your supplier disclosed that P1's material costs represent 35.035% 
                    of their total manufacturing cost per unit. Their latest component order shows $1.786 
                    per unit in materials. Standard pricing policy sets final price at 2.309x total manufacturing cost.
                    ",11.769697389774997,25.88201447504111
190,190,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.198 per unit.
                Due to current factory utilization, overhead costs add 36.104% to production costs.
                While the supplier offers a volume incentive of 4.696% per unit, they won't accept orders below 6 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $79028.017. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 32.333%.
                    ",20.36816265365733,23.65526106140269
191,191,"
                For your own product, your procurement team reports that raw materials cost $22.089 per unit. 
                Manufacturing overhead adds 38.491% to the base cost. 
                Your supplier offers a 3.213% discount per unit, but requires a minimum order of 7 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $63046.591. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 30.029%.
                    ",17.496276392451733,23.710233225337475
192,192,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $-28771.148 and variable cost of $9.300 per unit. 
                    They maintain a strict 32.902% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $22.397 for each unit produced.
                The finance department allocates factory overhead at 24.127% of material costs.
                Your recently negotiated supplier agreement includes a 2.799% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                ",9.572241011996677,20.798743430514744
193,193,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $11.207 per unit, they add overhead at 47.541% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                For your own product, your procurement team reports that raw materials cost $30.388 per unit. 
                Manufacturing overhead adds 39.283% to the base cost. 
                Your supplier offers a 2.939% discount per unit, but requires a minimum order of 6 units.
                ",25.261474647800306,34.86118034390626
194,194,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.684 per unit.
                Due to current factory utilization, overhead costs add 37.150% to production costs.
                While the supplier offers a volume incentive of 4.548% per unit, they won't accept orders below 7 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $2.860 per unit, they add overhead at 43.289% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",6.260347770056114,20.272272513708458
195,195,"
                For your own product, your procurement team reports that raw materials cost $27.133 per unit. 
                Manufacturing overhead adds 35.011% to the base cost. 
                Your supplier offers a 3.381% discount per unit, but requires a minimum order of 6 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $169825.910. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.964%.
                    ",40.47646515405147,29.201946187376663
196,196,"
                Your manufacturing division reports that current material costs are $27.562 for each unit produced.
                The finance department allocates factory overhead at 27.581% of material costs.
                Your recently negotiated supplier agreement includes a 2.716% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 7 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $10.501 per unit, they add overhead at 45.414% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",23.329932442640665,28.47821497056425
197,197,"
                For your own product, your procurement team reports that raw materials cost $22.063 per unit. 
                Manufacturing overhead adds 34.423% to the base cost. 
                Your supplier offers a 4.163% discount per unit, but requires a minimum order of 9 units.
                
                    Your supplier disclosed that P1's material costs represent 40.675% 
                    of their total manufacturing cost per unit. Their latest component order shows $2.049 
                    per unit in materials. Standard pricing policy sets final price at 2.273x total manufacturing cost.
                    ",11.447911618598265,18.547422765143676
198,198,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $181090.934. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 33.064%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $31.014 per unit.
                Due to current factory utilization, overhead costs add 28.791% to production costs.
                While the supplier offers a volume incentive of 3.549% per unit, they won't accept orders below 5 units.
                ",45.641559816719614,32.85604689252528
199,199,"
                For your own product, your procurement team reports that raw materials cost $30.674 per unit. 
                Manufacturing overhead adds 30.819% to the base cost. 
                Your supplier offers a 3.817% discount per unit, but requires a minimum order of 7 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $160316.490 and variable cost of $9.447 per unit. 
                    They maintain a strict 29.558% operating margin policy.
                    ",36.16953265599281,29.404782175340955
200,200,"
                Your manufacturing division reports that current material costs are $27.672 for each unit produced.
                The finance department allocates factory overhead at 37.636% of material costs.
                Your recently negotiated supplier agreement includes a 2.569% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 5 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $271718.211 and variable cost of $6.639 per unit. 
                    They maintain a strict 28.619% operating margin policy.
                    ",47.36622515292414,33.19397059054621
201,201,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.011 per unit.
                Due to current factory utilization, overhead costs add 20.379% to production costs.
                While the supplier offers a volume incentive of 3.002% per unit, they won't accept orders below 9 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $-9178.231 and variable cost of $9.126 per unit. 
                    They maintain a strict 32.101% operating margin policy.
                    ",12.08946900438307,25.486467409839612
202,202,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $31.099 per unit.
                Due to current factory utilization, overhead costs add 27.034% to production costs.
                While the supplier offers a volume incentive of 2.847% per unit, they won't accept orders below 5 units.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $18.256 per unit, they add overhead at 44.705% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",40.35936045077306,33.882919067411244
203,203,"
                For your own product, your procurement team reports that raw materials cost $23.213 per unit. 
                Manufacturing overhead adds 27.102% to the base cost. 
                Your supplier offers a 4.722% discount per unit, but requires a minimum order of 8 units.
                
                    Your supplier disclosed that P1's material costs represent 35.977% 
                    of their total manufacturing cost per unit. Their latest component order shows $4.082 
                    per unit in materials. Standard pricing policy sets final price at 2.191x total manufacturing cost.
                    ",24.855740404470268,18.359047746999565
204,204,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $49887.245. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 30.533%.
                    
                Your manufacturing division reports that current material costs are $24.392 for each unit produced.
                The finance department allocates factory overhead at 29.958% of material costs.
                Your recently negotiated supplier agreement includes a 4.957% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 8 units.
                ",13.615544495659574,19.12827223308633
205,205,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $172356.756 and variable cost of $5.571 per unit. 
                    They maintain a strict 27.593% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $25.808 per unit. 
                Manufacturing overhead adds 26.772% to the base cost. 
                Your supplier offers a 3.993% discount per unit, but requires a minimum order of 8 units.
                ",31.497585046341843,22.267307031205124
206,206,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $16.829 per unit, they add overhead at 41.182% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.310 per unit.
                Due to current factory utilization, overhead costs add 33.037% to production costs.
                While the supplier offers a volume incentive of 3.046% per unit, they won't accept orders below 8 units.
                ",36.299389465997734,28.486298187921566
207,207,"
                    Your supplier disclosed that P1's material costs represent 36.281% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.296 
                    per unit in materials. Standard pricing policy sets final price at 2.260x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $23.208 for each unit produced.
                The finance department allocates factory overhead at 31.454% of material costs.
                Your recently negotiated supplier agreement includes a 2.443% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                ",32.9829396608604,26.036111295534475
208,208,"
                    Your supplier disclosed that P1's material costs represent 40.126% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.753 
                    per unit in materials. Standard pricing policy sets final price at 2.338x total manufacturing cost.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.790 per unit.
                Due to current factory utilization, overhead costs add 37.344% to production costs.
                While the supplier offers a volume incentive of 4.617% per unit, they won't accept orders below 6 units.
                ",39.352199325687565,24.61526657117096
209,209,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $86141.671 and variable cost of $8.465 per unit. 
                    They maintain a strict 33.596% operating margin policy.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $27.891 per unit.
                Due to current factory utilization, overhead costs add 38.241% to production costs.
                While the supplier offers a volume incentive of 4.035% per unit, they won't accept orders below 5 units.
                ",25.720667303198386,30.777474821203757
210,210,"
                Your manufacturing division reports that current material costs are $28.142 for each unit produced.
                The finance department allocates factory overhead at 32.269% of material costs.
                Your recently negotiated supplier agreement includes a 3.406% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 5 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $47696.241 and variable cost of $8.775 per unit. 
                    They maintain a strict 26.562% operating margin policy.
                    ",18.444251654592435,30.885530112234036
211,211,"
                For your own product, your procurement team reports that raw materials cost $28.544 per unit. 
                Manufacturing overhead adds 20.086% to the base cost. 
                Your supplier offers a 3.476% discount per unit, but requires a minimum order of 7 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $118416.637. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 33.159%.
                    ",29.76007612924591,25.93668278436676
212,212,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.300 per unit.
                Due to current factory utilization, overhead costs add 27.004% to production costs.
                While the supplier offers a volume incentive of 3.819% per unit, they won't accept orders below 5 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $188423.565. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 39.152%.
                    ",40.10500161613545,25.99681966270528
213,213,"
                    Your supplier disclosed that P1's material costs represent 43.339% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.997 
                    per unit in materials. Standard pricing policy sets final price at 2.144x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $29.918 for each unit produced.
                The finance department allocates factory overhead at 30.247% of material costs.
                Your recently negotiated supplier agreement includes a 3.994% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 9 units.
                ",39.56718179405429,24.958958832628515
214,214,"
                    Your supplier disclosed that P1's material costs represent 43.535% 
                    of their total manufacturing cost per unit. Their latest component order shows $3.046 
                    per unit in materials. Standard pricing policy sets final price at 2.008x total manufacturing cost.
                    
                For your own product, your procurement team reports that raw materials cost $23.710 per unit. 
                Manufacturing overhead adds 28.807% to the base cost. 
                Your supplier offers a 4.108% discount per unit, but requires a minimum order of 7 units.
                ",14.050816135678353,21.757348137173715
215,215,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $27.087 per unit.
                Due to current factory utilization, overhead costs add 35.168% to production costs.
                While the supplier offers a volume incentive of 3.786% per unit, they won't accept orders below 6 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $58882.904. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 32.552%.
                    ",15.074236828405752,28.295318562109365
216,216,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $110031.793 and variable cost of $7.409 per unit. 
                    They maintain a strict 27.791% operating margin policy.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.620 per unit.
                Due to current factory utilization, overhead costs add 21.944% to production costs.
                While the supplier offers a volume incentive of 4.245% per unit, they won't accept orders below 8 units.
                ",25.498682389404433,23.853651771690505
217,217,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $17.471 per unit, they add overhead at 46.500% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.714 per unit.
                Due to current factory utilization, overhead costs add 28.560% to production costs.
                While the supplier offers a volume incentive of 2.818% per unit, they won't accept orders below 7 units.
                ",39.104296135823105,31.697471547047474
218,218,"
                For your own product, your procurement team reports that raw materials cost $24.826 per unit. 
                Manufacturing overhead adds 23.239% to the base cost. 
                Your supplier offers a 3.680% discount per unit, but requires a minimum order of 9 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $124447.280 and variable cost of $9.849 per unit. 
                    They maintain a strict 31.830% operating margin policy.
                    ",32.70320042736825,20.46139248974618
219,219,"
                For your own product, your procurement team reports that raw materials cost $31.214 per unit. 
                Manufacturing overhead adds 30.311% to the base cost. 
                Your supplier offers a 3.916% discount per unit, but requires a minimum order of 7 units.
                
                    Your supplier disclosed that P1's material costs represent 42.994% 
                    of their total manufacturing cost per unit. Their latest component order shows $8.730 
                    per unit in materials. Standard pricing policy sets final price at 2.098x total manufacturing cost.
                    ",42.604237144623895,29.525906150971554
220,220,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $106473.732. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 33.142%.
                    
                For your own product, your procurement team reports that raw materials cost $24.095 per unit. 
                Manufacturing overhead adds 25.241% to the base cost. 
                Your supplier offers a 4.739% discount per unit, but requires a minimum order of 7 units.
                ",26.77240076260834,20.167442705204774
221,221,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.567 per unit.
                Due to current factory utilization, overhead costs add 31.186% to production costs.
                While the supplier offers a volume incentive of 4.393% per unit, they won't accept orders below 8 units.
                
                    Your supplier disclosed that P1's material costs represent 40.395% 
                    of their total manufacturing cost per unit. Their latest component order shows $1.230 
                    per unit in materials. Standard pricing policy sets final price at 2.271x total manufacturing cost.
                    ",6.914101278754142,18.349036848517326
222,222,"
                Your manufacturing division reports that current material costs are $28.990 for each unit produced.
                The finance department allocates factory overhead at 29.464% of material costs.
                Your recently negotiated supplier agreement includes a 3.554% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 5 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $132439.786. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 39.747%.
                    ",27.767447877211314,30.862595963759166
223,223,"
                For your own product, your procurement team reports that raw materials cost $27.229 per unit. 
                Manufacturing overhead adds 32.156% to the base cost. 
                Your supplier offers a 3.540% discount per unit, but requires a minimum order of 8 units.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $115046.898. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 35.522%.
                    ",26.989385124971854,25.79332005672692
224,224,"
                Your manufacturing division reports that current material costs are $29.447 for each unit produced.
                The finance department allocates factory overhead at 21.668% of material costs.
                Your recently negotiated supplier agreement includes a 4.163% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $54081.745 and variable cost of $7.740 per unit. 
                    They maintain a strict 33.247% operating margin policy.
                    ",19.696305944219496,26.877838327184584
225,225,"
                For your own product, your procurement team reports that raw materials cost $24.421 per unit. 
                Manufacturing overhead adds 22.368% to the base cost. 
                Your supplier offers a 3.194% discount per unit, but requires a minimum order of 8 units.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $77588.681 and variable cost of $5.974 per unit. 
                    They maintain a strict 25.167% operating margin policy.
                    ",18.351804930371166,22.247958380383373
226,226,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $6.021 per unit, they add overhead at 44.759% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $25.415 for each unit produced.
                The finance department allocates factory overhead at 31.858% of material costs.
                Your recently negotiated supplier agreement includes a 3.510% progressive discount for each unit ordered,
                though they maintain a strict minimum order quantity of 6 units.
                ",13.315783190674189,26.453851389831904
