idx,idx,prompt,p1_bid,p2_true_cost
190,190,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $142274.087 and variable cost of $6.332 per unit. 
                    They maintain a strict 26.782% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $27.255 per unit. 
                Manufacturing overhead adds 32.340% to the base cost. 
                Your supplier offers a 2.500% discount per unit.
                ",28.08018138423533,35.16751458659739
191,191,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $24682.690 and variable cost of $9.642 per unit. 
                    They maintain a strict 28.706% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $23.236 for each unit produced.
                The finance department allocates factory overhead at 23.393% of material costs.
                Your recently negotiated supplier agreement includes a 2.039% progressive discount for each unit ordered.
                ",16.985989586622562,28.08683110883936
192,192,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $174299.372. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 38.675%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.334 per unit.
                Due to current factory utilization, overhead costs add 22.135% to production costs.
                The supplier offers a volume incentive of 4.454% per unit.
                ",37.556543259146615,34.231087831976815
193,193,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $23.499 per unit, they add overhead at 44.595% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.425 per unit.
                Due to current factory utilization, overhead costs add 28.753% to production costs.
                The supplier offers a volume incentive of 4.556% per unit.
                ",51.91114849376931,37.38773197460427
194,194,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $22.741 per unit.
                Due to current factory utilization, overhead costs add 32.698% to production costs.
                The supplier offers a volume incentive of 2.152% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $10.238 per unit, they add overhead at 41.408% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",22.1186045180217,29.526888705338596
195,195,"
                For your own product, your procurement team reports that raw materials cost $21.478 per unit. 
                Manufacturing overhead adds 36.511% to the base cost. 
                Your supplier offers a 2.317% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $122383.292 and variable cost of $6.129 per unit. 
                    They maintain a strict 27.802% operating margin policy.
                    ",25.4402181480151,28.640830216191368
196,196,"
                    Your supplier disclosed that P1's material costs represent 38.256% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.719 
                    per unit in materials. Standard pricing policy sets final price at 2.190x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $29.736 for each unit produced.
                The finance department allocates factory overhead at 23.540% of material costs.
                Your recently negotiated supplier agreement includes a 4.610% progressive discount for each unit ordered.
                ",44.19048939430348,35.04205570900075
197,197,"
                Your manufacturing division reports that current material costs are $22.313 for each unit produced.
                The finance department allocates factory overhead at 25.550% of material costs.
                Your recently negotiated supplier agreement includes a 2.924% progressive discount for each unit ordered.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $140488.108. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 35.216%.
                    ",33.24457766466583,27.19462563448395
198,198,"
                For your own product, your procurement team reports that raw materials cost $24.046 per unit. 
                Manufacturing overhead adds 22.787% to the base cost. 
                Your supplier offers a 3.010% discount per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $155181.171. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 32.695%.
                    ",39.55331706600751,28.63666057186688
199,199,"
                    Your supplier disclosed that P1's material costs represent 39.084% 
                    of their total manufacturing cost per unit. Their latest component order shows $8.778 
                    per unit in materials. Standard pricing policy sets final price at 2.177x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $30.238 for each unit produced.
                The finance department allocates factory overhead at 32.203% of material costs.
                Your recently negotiated supplier agreement includes a 3.843% progressive discount for each unit ordered.
                ",48.90104948124649,38.439560757491606
200,200,"
                    Your supplier disclosed that P1's material costs represent 44.330% 
                    of their total manufacturing cost per unit. Their latest component order shows $8.127 
                    per unit in materials. Standard pricing policy sets final price at 2.153x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $23.773 for each unit produced.
                The finance department allocates factory overhead at 35.323% of material costs.
                Your recently negotiated supplier agreement includes a 2.545% progressive discount for each unit ordered.
                ",39.46496852328907,31.351003488804214
201,201,"
                Your manufacturing division reports that current material costs are $28.064 for each unit produced.
                The finance department allocates factory overhead at 29.589% of material costs.
                Your recently negotiated supplier agreement includes a 3.813% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $22.858 per unit, they add overhead at 40.807% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",49.172996027262194,34.981316072733385
202,202,"
                    Your supplier disclosed that P1's material costs represent 40.076% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.463 
                    per unit in materials. Standard pricing policy sets final price at 2.310x total manufacturing cost.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.364 per unit.
                Due to current factory utilization, overhead costs add 31.875% to production costs.
                The supplier offers a volume incentive of 2.779% per unit.
                ",37.25906950437119,33.80099016629746
203,203,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $7.905 per unit, they add overhead at 49.457% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                For your own product, your procurement team reports that raw materials cost $24.589 per unit. 
                Manufacturing overhead adds 25.187% to the base cost. 
                Your supplier offers a 2.654% discount per unit.
                ",18.04960722676493,29.965180346882118
204,204,"
                Your manufacturing division reports that current material costs are $23.351 for each unit produced.
                The finance department allocates factory overhead at 39.547% of material costs.
                Your recently negotiated supplier agreement includes a 4.846% progressive discount for each unit ordered.
                
                    Your supplier disclosed that P1's material costs represent 41.006% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.995 
                    per unit in materials. Standard pricing policy sets final price at 2.194x total manufacturing cost.
                    ",37.43547648654139,31.00661200747645
205,205,"
                Your manufacturing division reports that current material costs are $24.206 for each unit produced.
                The finance department allocates factory overhead at 20.913% of material costs.
                Your recently negotiated supplier agreement includes a 3.127% progressive discount for each unit ordered.
                
                    Your supplier disclosed that P1's material costs represent 41.637% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.172 
                    per unit in materials. Standard pricing policy sets final price at 2.117x total manufacturing cost.
                    ",31.380672706413776,28.3525688779836
206,206,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.869 per unit.
                Due to current factory utilization, overhead costs add 20.540% to production costs.
                The supplier offers a volume incentive of 4.474% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $236537.735 and variable cost of $9.113 per unit. 
                    They maintain a strict 27.807% operating margin policy.
                    ",45.38789637236992,35.54453928618828
207,207,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $149433.963 and variable cost of $9.013 per unit. 
                    They maintain a strict 33.217% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $26.197 for each unit produced.
                The finance department allocates factory overhead at 31.889% of material costs.
                Your recently negotiated supplier agreement includes a 4.871% progressive discount for each unit ordered.
                ",35.87162701389063,32.868330161778815
208,208,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.667 per unit, they add overhead at 47.369% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $25.758 for each unit produced.
                The finance department allocates factory overhead at 27.535% of material costs.
                Your recently negotiated supplier agreement includes a 4.214% progressive discount for each unit ordered.
                ",44.28052278219633,31.465783554901403
209,209,"
                Your manufacturing division reports that current material costs are $26.243 for each unit produced.
                The finance department allocates factory overhead at 21.295% of material costs.
                Your recently negotiated supplier agreement includes a 3.789% progressive discount for each unit ordered.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $74945.327 and variable cost of $7.858 per unit. 
                    They maintain a strict 30.332% operating margin policy.
                    ",22.036786979033533,30.625767653777185
210,210,"
                    Your supplier disclosed that P1's material costs represent 40.078% 
                    of their total manufacturing cost per unit. Their latest component order shows $2.613 
                    per unit in materials. Standard pricing policy sets final price at 2.080x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $22.106 for each unit produced.
                The finance department allocates factory overhead at 26.071% of material costs.
                Your recently negotiated supplier agreement includes a 3.455% progressive discount for each unit ordered.
                ",13.557810215402672,26.906460194040367
211,211,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $20.472 per unit, they add overhead at 49.422% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.835 per unit.
                Due to current factory utilization, overhead costs add 29.918% to production costs.
                The supplier offers a volume incentive of 4.914% per unit.
                ",46.7335051543503,31.91434278557588
212,212,"
                Your manufacturing division reports that current material costs are $22.205 for each unit produced.
                The finance department allocates factory overhead at 35.228% of material costs.
                Your recently negotiated supplier agreement includes a 4.545% progressive discount for each unit ordered.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $195872.970. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 38.540%.
                    ",42.35278355227315,28.66299378023946
213,213,"
                Your manufacturing division reports that current material costs are $28.450 for each unit produced.
                The finance department allocates factory overhead at 27.903% of material costs.
                Your recently negotiated supplier agreement includes a 4.447% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $13.573 per unit, they add overhead at 45.709% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",30.213972209523774,34.77092373235092
214,214,"
                Your manufacturing division reports that current material costs are $24.656 for each unit produced.
                The finance department allocates factory overhead at 27.982% of material costs.
                Your recently negotiated supplier agreement includes a 2.846% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $9.030 per unit, they add overhead at 46.251% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",20.177510780213673,30.65690855395635
215,215,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $210109.420 and variable cost of $8.507 per unit. 
                    They maintain a strict 33.842% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $25.805 per unit. 
                Manufacturing overhead adds 36.058% to the base cost. 
                Your supplier offers a 2.299% discount per unit.
                ",44.61668506018574,34.302768853825874
216,216,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $72250.607 and variable cost of $9.525 per unit. 
                    They maintain a strict 32.829% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $28.269 for each unit produced.
                The finance department allocates factory overhead at 37.342% of material costs.
                Your recently negotiated supplier agreement includes a 3.956% progressive discount for each unit ordered.
                ",24.936679075348565,37.28916854678411
217,217,"
                    Your supplier disclosed that P1's material costs represent 39.995% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.206 
                    per unit in materials. Standard pricing policy sets final price at 2.163x total manufacturing cost.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.316 per unit.
                Due to current factory utilization, overhead costs add 26.349% to production costs.
                The supplier offers a volume incentive of 4.242% per unit.
                ",38.967596017043725,36.67924042813076
218,218,"
                For your own product, your procurement team reports that raw materials cost $26.241 per unit. 
                Manufacturing overhead adds 39.324% to the base cost. 
                Your supplier offers a 3.315% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $21.398 per unit, they add overhead at 42.694% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",46.647933879226954,35.34789458784512
219,219,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.970 per unit.
                Due to current factory utilization, overhead costs add 28.768% to production costs.
                The supplier offers a volume incentive of 2.775% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $8.757 per unit, they add overhead at 46.850% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",19.64691171908618,27.505833723785887
220,220,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $125160.011. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 38.534%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.385 per unit.
                Due to current factory utilization, overhead costs add 29.222% to production costs.
                The supplier offers a volume incentive of 3.837% per unit.
                ",27.06732809877095,37.75823271608052
221,221,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $7.773 per unit, they add overhead at 40.620% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $22.743 for each unit produced.
                The finance department allocates factory overhead at 34.130% of material costs.
                Your recently negotiated supplier agreement includes a 4.868% progressive discount for each unit ordered.
                ",16.69881938823877,29.02023910412012
222,222,"
                    Your supplier disclosed that P1's material costs represent 43.096% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.322 
                    per unit in materials. Standard pricing policy sets final price at 2.013x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $26.006 for each unit produced.
                The finance department allocates factory overhead at 37.177% of material costs.
                Your recently negotiated supplier agreement includes a 2.652% progressive discount for each unit ordered.
                ",24.862573552578873,34.72850410982985
223,223,"
                Your manufacturing division reports that current material costs are $27.693 for each unit produced.
                The finance department allocates factory overhead at 31.751% of material costs.
                Your recently negotiated supplier agreement includes a 4.389% progressive discount for each unit ordered.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $175431.793. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 31.031%.
                    ",47.11243279386283,34.88484032560111
224,224,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.774 per unit.
                Due to current factory utilization, overhead costs add 20.878% to production costs.
                The supplier offers a volume incentive of 4.418% per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $139962.568. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 32.965%.
                    ",35.381856625896894,30.933818047863447
225,225,"
                    Your supplier disclosed that P1's material costs represent 37.437% 
                    of their total manufacturing cost per unit. Their latest component order shows $2.201 
                    per unit in materials. Standard pricing policy sets final price at 2.198x total manufacturing cost.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.781 per unit.
                Due to current factory utilization, overhead costs add 22.326% to production costs.
                The supplier offers a volume incentive of 3.423% per unit.
                ",12.920153407992167,25.731408863009257
226,226,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.344 per unit.
                Due to current factory utilization, overhead costs add 32.266% to production costs.
                The supplier offers a volume incentive of 2.395% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $89194.336 and variable cost of $6.831 per unit. 
                    They maintain a strict 31.545% operating margin policy.
                    ",23.008360010228145,34.00918207748889
227,227,"
                    Your supplier disclosed that P1's material costs represent 43.047% 
                    of their total manufacturing cost per unit. Their latest component order shows $10.267 
                    per unit in materials. Standard pricing policy sets final price at 2.282x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $31.093 for each unit produced.
                The finance department allocates factory overhead at 30.528% of material costs.
                Your recently negotiated supplier agreement includes a 2.028% progressive discount for each unit ordered.
                ",54.41438842829032,39.76223159845634
228,228,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.697 per unit.
                Due to current factory utilization, overhead costs add 28.780% to production costs.
                The supplier offers a volume incentive of 3.798% per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $175595.778. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 32.649%.
                    ",44.81942999815175,31.835075978986705
229,229,"
                Your manufacturing division reports that current material costs are $29.204 for each unit produced.
                The finance department allocates factory overhead at 21.979% of material costs.
                Your recently negotiated supplier agreement includes a 4.835% progressive discount for each unit ordered.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $183194.544. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 37.928%.
                    ",40.250540978137664,33.900044686023406
230,230,"
                    Your supplier disclosed that P1's material costs represent 40.561% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.924 
                    per unit in materials. Standard pricing policy sets final price at 2.091x total manufacturing cost.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.798 per unit.
                Due to current factory utilization, overhead costs add 37.761% to production costs.
                The supplier offers a volume incentive of 4.327% per unit.
                ",30.537997933705505,35.31911918767279
231,231,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $22.427 per unit.
                Due to current factory utilization, overhead costs add 29.219% to production costs.
                The supplier offers a volume incentive of 3.813% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $9.379 per unit, they add overhead at 44.883% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",20.76060930832736,27.87525431259982
232,232,"
                For your own product, your procurement team reports that raw materials cost $28.358 per unit. 
                Manufacturing overhead adds 20.907% to the base cost. 
                Your supplier offers a 2.432% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $15.384 per unit, they add overhead at 49.560% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",35.15270594292717,33.45260146790581
233,233,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.344 per unit.
                Due to current factory utilization, overhead costs add 37.254% to production costs.
                The supplier offers a volume incentive of 2.683% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $7.743 per unit, they add overhead at 43.487% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",16.972902363356756,31.180670803603338
234,234,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $140984.936 and variable cost of $9.360 per unit. 
                    They maintain a strict 33.988% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $22.744 for each unit produced.
                The finance department allocates factory overhead at 34.715% of material costs.
                Your recently negotiated supplier agreement includes a 2.590% progressive discount for each unit ordered.
                ",35.53640940106318,29.845893882874705
235,235,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $241524.880 and variable cost of $5.549 per unit. 
                    They maintain a strict 26.994% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $25.192 per unit. 
                Manufacturing overhead adds 27.786% to the base cost. 
                Your supplier offers a 2.148% discount per unit.
                ",40.68414440456296,31.50077572170163
236,236,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $18.527 per unit, they add overhead at 43.789% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.190 per unit.
                Due to current factory utilization, overhead costs add 26.578% to production costs.
                The supplier offers a volume incentive of 4.140% per unit.
                ",40.70053816091179,29.351201536766286
237,237,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $177838.799 and variable cost of $5.286 per unit. 
                    They maintain a strict 28.893% operating margin policy.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $22.632 per unit.
                Due to current factory utilization, overhead costs add 24.982% to production costs.
                The supplier offers a volume incentive of 4.691% per unit.
                ",32.44359445170049,26.958946700845996
238,238,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $8.271 per unit, they add overhead at 42.655% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $21.654 for each unit produced.
                The finance department allocates factory overhead at 27.367% of material costs.
                Your recently negotiated supplier agreement includes a 3.940% progressive discount for each unit ordered.
                ",18.027184434304772,26.493819184670983
239,239,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.698 per unit.
                Due to current factory utilization, overhead costs add 26.665% to production costs.
                The supplier offers a volume incentive of 2.595% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $51328.061 and variable cost of $7.505 per unit. 
                    They maintain a strict 30.496% operating margin policy.
                    ",18.182915365480618,32.939362203859524
240,240,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $119009.316 and variable cost of $5.318 per unit. 
                    They maintain a strict 33.554% operating margin policy.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.679 per unit.
                Due to current factory utilization, overhead costs add 37.276% to production costs.
                The supplier offers a volume incentive of 3.942% per unit.
                ",25.91365382438643,37.816895935592484
241,241,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $103390.365. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 37.859%.
                    
                For your own product, your procurement team reports that raw materials cost $22.390 per unit. 
                Manufacturing overhead adds 39.529% to the base cost. 
                Your supplier offers a 3.702% discount per unit.
                ",22.757968591717887,30.083785223035026
242,242,"
                Your manufacturing division reports that current material costs are $22.006 for each unit produced.
                The finance department allocates factory overhead at 26.910% of material costs.
                Your recently negotiated supplier agreement includes a 4.112% progressive discount for each unit ordered.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $171006.157 and variable cost of $7.888 per unit. 
                    They maintain a strict 31.645% operating margin policy.
                    ",36.55712500334816,26.779707820425795
243,243,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $290650.980 and variable cost of $5.064 per unit. 
                    They maintain a strict 30.379% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $29.572 per unit. 
                Manufacturing overhead adds 26.367% to the base cost. 
                Your supplier offers a 3.619% discount per unit.
                ",49.02159503552848,36.01728728864127
244,244,"
                For your own product, your procurement team reports that raw materials cost $24.256 per unit. 
                Manufacturing overhead adds 20.404% to the base cost. 
                Your supplier offers a 3.746% discount per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $155150.267. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 37.213%.
                    ",34.74334954885274,28.110875126397907
245,245,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $99047.374 and variable cost of $8.128 per unit. 
                    They maintain a strict 32.265% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $26.101 for each unit produced.
                The finance department allocates factory overhead at 26.089% of material costs.
                Your recently negotiated supplier agreement includes a 3.159% progressive discount for each unit ordered.
                ",26.62307623303692,31.8713400689439
246,246,"
                For your own product, your procurement team reports that raw materials cost $30.283 per unit. 
                Manufacturing overhead adds 20.694% to the base cost. 
                Your supplier offers a 3.300% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $231370.651 and variable cost of $5.441 per unit. 
                    They maintain a strict 33.356% operating margin policy.
                    ",42.88158641548846,35.34437881203387
247,247,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $121737.847. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 37.998%.
                    
                Your manufacturing division reports that current material costs are $28.028 for each unit produced.
                The finance department allocates factory overhead at 27.172% of material costs.
                Your recently negotiated supplier agreement includes a 2.244% progressive discount for each unit ordered.
                ",26.698148778667125,34.84319882749525
248,248,"
                Your manufacturing division reports that current material costs are $30.508 for each unit produced.
                The finance department allocates factory overhead at 26.906% of material costs.
                Your recently negotiated supplier agreement includes a 3.501% progressive discount for each unit ordered.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $228369.485. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 37.782%.
                    ",50.36981136437318,37.361075707634896
249,249,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.472 per unit.
                Due to current factory utilization, overhead costs add 26.949% to production costs.
                The supplier offers a volume incentive of 3.056% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $83755.550 and variable cost of $5.834 per unit. 
                    They maintain a strict 28.147% operating margin policy.
                    ",19.77631102869092,32.57866298029004
250,250,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $22.745 per unit.
                Due to current factory utilization, overhead costs add 29.461% to production costs.
                The supplier offers a volume incentive of 4.219% per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $180358.523. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 37.840%.
                    ",39.71916961751941,28.20390606008533
251,251,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $82527.281 and variable cost of $5.914 per unit. 
                    They maintain a strict 26.601% operating margin policy.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.644 per unit.
                Due to current factory utilization, overhead costs add 25.442% to production costs.
                The supplier offers a volume incentive of 4.906% per unit.
                ",19.30069295331583,30.589605726448156
252,252,"
                    Your supplier disclosed that P1's material costs represent 38.948% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.481 
                    per unit in materials. Standard pricing policy sets final price at 2.283x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $28.156 for each unit produced.
                The finance department allocates factory overhead at 39.314% of material costs.
                Your recently negotiated supplier agreement includes a 2.305% progressive discount for each unit ordered.
                ",32.13448822776167,38.32132351676314
